,0
372,0.003715252
373,0.0039192326
374,0.0033058485
375,0.0013195134
376,0.0039260127
377,0.0019521326
378,0.0022183885
379,0.0017131818
380,0.010063576
381,0.001966252
382,0.0022918498
383,0.0012691533
384,0.004296857
385,0.0058792327
386,0.0029421477
387,0.0030911118
388,0.0068040444
389,0.0014825221
390,0.003927637
391,0.0021583093
392,0.0027606692
393,0.0028419248
394,0.0034952979
395,0.006322595
396,0.0029239017
397,0.005040503
398,0.0061922176
399,0.0027163383
400,0.0032693055
401,0.0017185139
402,0.0017820002
403,0.0027787397
404,0.004963028
405,0.0036902586
406,0.0050360393
407,0.0012261673
408,0.002663747
409,0.0020952597
410,0.0034323807
411,0.003500305
412,0.0028810655
413,0.0018958648
414,0.00090475235
415,0.0033354713
416,0.0038664339
417,0.0010038868
418,0.0025660773
419,0.005716856
420,0.0006286957
421,0.0012489287
422,0.0040499126
423,0.009003071
424,0.0040628416
425,0.005529818
426,0.0014184909
427,0.0044536777
428,0.0032381234
429,0.0019144518
430,0.003432068
431,0.0022144204
432,0.0007375599
433,0.0051995995
434,0.004935672
435,0.0014650788
436,0.0028256762
437,0.00088780804
438,0.005498673
439,0.0014164706
440,0.005198211
441,0.0012517208
442,0.005465715
443,0.0046919496
444,0.0047288975
445,0.0039850753
446,0.0038436728
447,0.0061879163
448,0.0020849125
449,0.00026046362
450,0.0019173373
451,0.0018022022
452,0.0037226807
453,0.002371078
454,0.004004929
455,0.0027771455
456,0.0018964603
457,0.005857492
458,0.004596691
459,0.0049310485
460,0.0051149433
461,0.004487453
462,0.0025877522
463,0.006179366
464,0.0032934474
465,0.005142982
466,0.0020653289
467,0.0013702462
468,0.0010486883
469,0.0058167153
470,0.0033871671
471,0.0014064133
472,0.003075
473,0.002016268
474,0.0015929444
475,0.0017396071
476,0.0020194566
477,0.0023130593
478,0.0022648177
479,0.002955427
480,0.0008477501
481,0.0019310487
482,0.00052202726
483,0.0018439951
484,0.005821372
485,0.003702968
486,0.0043581976
487,0.0054762103
488,0.002388387
489,0.0021018577
490,0.001752172
491,0.0021875892
492,0.0033587683
493,0.0018294395
494,0.0012777019
495,0.0022729645
496,0.0019584354
497,0.004966988
498,0.0057568382
499,0.0005518162
500,0.5005684
501,0.4074012
502,0.25393695
503,0.12887536
504,0.06087541
505,0.05666981
506,0.14798787
507,0.3544247
508,0.16926846
509,0.101580635
510,0.062059395
511,0.049538083
512,0.06725912
513,0.10369334
514,0.09969962
515,0.12732714
516,0.09974322
517,0.12320714
518,0.10226674
519,0.06020581
520,0.011278523
521,0.0030715773
522,0.18474548
523,0.027996361
524,0.07601106
525,0.1395418
526,0.042158373
527,0.0139971
528,0.03781393
529,0.02642009
530,0.05407924
531,0.027589977
532,0.023131572
533,0.03952357
534,0.048313
535,0.033194914
536,0.05130014
537,0.0060739587
538,0.038798325
539,0.019255547
540,0.09954408
541,0.05159533
542,0.022789566
543,0.039979592
544,0.040163305
545,0.039424136
546,0.06149065
547,0.0059909215
548,0.0055480283
549,0.048397385
550,0.050612453
551,0.04101235
552,0.025243627
553,0.031817596
554,0.022684444
555,0.05777585
556,0.03101449
557,0.0190981
558,0.036396146
559,0.031660087
560,0.008616808
561,0.06958784
562,0.019975912
563,0.02797318
564,0.036687873
565,0.0251266
566,0.0056921
567,0.059798453
568,0.009335546
569,0.036656294
570,0.029760238
571,0.030090561
572,0.0029974156
573,0.0119020995
574,0.047193076
575,0.0088974275
576,0.025290616
577,0.04695591
578,0.03047733
579,0.04139502
580,0.057093106
581,0.035418652
582,0.0051888423
583,0.021124398
584,0.010448001
585,0.017321203
586,0.032094613
587,0.029830694
588,0.037567295
589,0.056569196
590,0.022842236
591,0.013220087
592,0.02560151
593,0.053572763
594,0.0041917493
595,0.020923091
596,0.029450744
597,0.029851725
598,0.02084731
599,0.016071163
600,0.036000058
601,0.038137693
602,0.044816263
603,0.0115332445
604,0.013430051
605,0.057563767
606,0.020981994
607,0.021020645
608,0.011774253
609,0.06689391
610,0.0032427697
611,0.029619414
612,0.06104458
613,0.015660936
614,0.019107487
615,0.016853891
616,0.038695242
617,0.040133372
618,0.018301062
619,0.03439886
620,0.015808186
621,0.02334426
622,0.028262442
623,0.0066282726
624,0.020744393
625,0.06624919
626,0.02472512
627,0.03017639
628,0.013779778
629,0.01116721
630,0.012851201
631,0.0034865635
632,0.05116772
633,0.03783609
634,0.07128795
635,0.034137193
636,0.052857354
637,0.042038593
638,0.013150878
639,0.02967979
640,0.025590714
641,0.03407429
642,0.041796684
643,0.048289668
644,0.012438649
645,0.023857098
646,0.036865953
647,0.020803133
648,0.03371641
649,0.012722854
650,0.043766446
651,0.025580112
652,0.017989552
653,0.022484927
654,0.039906636
655,0.033401355
656,0.022352401
657,0.013095272
658,0.018805113
659,0.06861119
660,0.06934246
661,0.022653237
662,0.038498558
663,0.03347028
664,0.022576097
665,0.009985624
666,0.05825398
667,0.052361965
668,0.032616653
669,0.050539248
670,0.01524361
671,0.04953593
672,0.03529086
673,0.021986838
674,0.03342196
675,0.03495343
676,0.04385747
677,0.011840747
678,0.030126046
679,0.017829165
680,0.022641875
681,0.022229608
682,0.04548154
683,0.019290555
684,0.009474899
685,0.044634704
686,0.00976227
687,0.013636583
688,0.009570178
689,0.032138146
690,0.019092826
691,0.0110364305
692,0.035309464
693,0.012029715
694,0.06428638
695,0.036250107
696,0.036831163
697,0.039016865
698,0.04542982
699,0.031676315
700,0.02731528
701,0.020467713
702,0.027570624
703,0.021062646
704,0.007997133
705,0.0038534093
706,0.0032726626
707,0.017989058
708,0.042607896
709,0.0060466966
710,0.024157051
711,0.040671125
712,0.013956195
713,0.024611814
714,0.031992946
715,0.006800221
716,0.027196866
717,0.008134108
718,0.03651009
719,0.07371153
720,0.014629453
721,0.035469096
722,0.025655001
723,0.039569583
724,0.023914834
725,0.035679083
726,0.020740824
727,0.03720504
728,0.020104084
729,0.013410082
730,0.026496839
731,0.030927917
732,0.018120978
733,0.043366212
734,0.0059602205
735,0.049538247
736,0.029018192
737,0.020557977
738,0.010545505
739,0.06110333
740,0.023639416
741,0.037363343
742,0.016118418
743,0.019214444
744,0.028149314
745,0.01799514
746,0.060861357
747,0.043082986
748,0.005127434
749,0.025076661
750,0.0053331275
751,0.005104937
752,0.01082189
753,0.034464434
754,0.039692048
755,0.014022285
756,0.00927111
757,0.0028385867
758,0.034818508
759,0.016796479
760,0.035149083
761,0.021664131
762,0.019330861
763,0.013715062
764,0.027990505
765,0.014241323
766,0.03285925
767,0.019780876
768,0.006508076
769,0.03386675
770,0.033610247
771,0.06489287
772,0.027572362
773,0.01332784
774,0.024388568
775,0.024067938
776,0.032597408
777,0.018814486
778,0.03563895
779,0.0065969327
780,0.0009808857
781,0.022993121
782,0.04784485
783,0.013209981
784,0.021123962
785,0.0052269036
786,0.04998702
787,0.022240257
788,0.02265298
789,0.014917897
790,0.021617949
791,0.030719377
792,0.020767577
793,0.02410858
794,0.014009271
795,0.030983515
796,0.0046555838
797,0.003944761
798,0.030717582
799,0.016146613
800,0.026210627
801,0.016956303
802,0.034456443
803,0.013888178
804,0.05742555
805,0.00814227
806,0.0238791
807,0.0142888315
808,0.030590754
809,0.0152213825
810,0.028663198
811,0.016502878
812,0.04342718
813,0.02646741
814,0.02082228
815,0.019145884
816,0.0439235
817,0.031488594
818,0.01363213
819,0.024095863
820,0.014268069
821,0.018347148
822,0.02694977
823,0.01931472
824,0.027373232
825,0.031660035
826,0.03956141
827,0.03439182
828,0.040037096
829,0.03224243
830,0.02097721
831,0.023609612
832,0.032162767
833,0.025178518
834,0.034310885
835,0.010501065
836,0.026214767
837,0.042815574
838,0.009369532
839,0.019582564
840,0.02453001
841,0.03737028
842,0.009843955
843,0.04803343
844,0.020364817
845,0.015324557
846,0.016322294
847,0.013880607
848,0.06112814
849,0.01556462
850,0.023326298
851,0.024613976
852,0.023611411
853,0.023364684
854,0.022362337
855,0.006551395
856,0.040633418
857,0.013556103
858,0.011000306
859,0.0035580534
860,0.016304644
861,0.018527968
862,0.0086221965
863,0.029688891
864,0.004594952
865,0.009631477
866,0.00844199
867,0.016208172
868,0.031169362
869,0.034580637
870,0.011604141
871,0.03896195
872,0.01627591
873,0.0026481207
874,0.028663414
875,0.024929233
876,0.023949899
877,0.027928706
878,0.011697591
879,0.04149683
880,0.015773918
881,0.03427121
882,0.014852529
883,0.003596064
884,0.024453003
885,0.043555733
886,0.011114672
887,0.014246555
888,0.051593065
889,0.0064002564
890,0.023145774
891,0.08761624
892,0.036996283
893,0.018603202
894,0.016824119
895,0.00928247
896,0.03317485
897,0.03234937
898,0.021930506
899,0.0032522774
900,0.031596344
901,0.052883938
902,0.037957933
903,0.037396662
904,0.021200469
905,0.008123487
906,0.034286126
907,0.023187956
908,0.025745988
909,0.015812073
910,0.06370813
911,0.026114572
912,0.007026462
913,0.05321127
914,0.009298887
915,0.0054418123
916,0.033402443
917,0.0336923
918,0.023123607
919,0.020638151
920,0.0240955
921,0.02364891
922,0.0171681
923,0.01462307
924,0.026254557
925,0.024646789
926,0.04208994
927,0.01001387
928,0.004017893
929,0.011192194
930,0.016414713
931,0.010348598
932,0.0101653375
933,0.009827901
934,0.03111788
935,0.02802491
936,0.018723408
937,0.015419984
938,0.0041570133
939,0.03992583
940,0.012797566
941,0.02204711
942,0.0030972157
943,0.02497351
944,0.017620284
945,0.0033536993
946,0.003906996
947,0.00675161
948,0.00686682
949,0.005301572
950,0.01441231
951,0.036060743
952,0.02864004
953,0.007254421
954,0.027165353
955,0.025846008
956,0.012108976
957,0.019067777
958,0.024802098
959,0.037528142
960,0.034636527
961,0.02335132
962,0.016209228
963,0.018891908
964,0.01683917
965,0.014959203
966,0.017753404
967,0.04689774
968,0.05087545
969,0.011769239
970,0.02101923
971,0.020352133
972,0.03141907
973,0.035900917
974,0.043318156
975,0.008581627
976,0.0191687
977,0.011662082
978,0.024430301
979,0.008284464
980,0.066694394
981,0.02076345
982,0.0034378606
983,0.037095398
984,0.013681493
985,0.02324365
986,0.020474777
987,0.024034241
988,0.036101315
989,0.015549692
990,0.016341265
991,0.0037531443
992,0.053944036
993,0.02755824
994,0.016318835
995,0.03130044
996,0.008839095
997,0.026426952
998,0.012223574
999,0.0073408005
